year,month,taxa,species,production_kg
2014,9,Teleósteos,Pescada-bicuda,100
2014,9,Teleósteos,Pescada-branca,1067
2014,9,Teleósteos,Pescada-cambucu,3360
2014,9,Teleósteos,Pescadinha-real,8540
2014,9,Teleósteos,Roncador,180
2014,9,Teleósteos,Sardinha-lage,10000
2014,9,Teleósteos,Sardinha-verdadeira,1107004
2014,9,Teleósteos,Serrinha,20
2014,9,Teleósteos,Sororoca,100
2014,9,Teleósteos,Tira-vira,20
2014,9,Teleósteos,Xarelete,9730
2014,9,Teleósteos,Xixarro,14330
2014,10,Crustáceos,Camarão-rosa,45
2014,10,Crustáceos,Camarão-santana,9675
2014,10,Elasmobrânquios,Cação-anequim,1179
2014,10,Elasmobrânquios,Cação-azul,5198
2014,10,Elasmobrânquios,Cações,454
2014,10,Elasmobrânquios,Caçonete,300
2014,10,Elasmobrânquios,Emplastro,479
2014,10,Elasmobrânquios,Ratinho,444
2014,10,Moluscos,Lula,147
2014,10,Não Cadastrado,Mistura,3557
2014,10,Não Cadastrado,Ovas,318
2014,10,Teleósteos,Abrótea,859
2014,10,Teleósteos,Agulhão,42
2014,10,Teleósteos,Albacora-branca,37
2014,10,Teleósteos,Atum,549
2014,10,Teleósteos,Bagre,3035
2014,10,Teleósteos,Betara,1260
2014,10,Teleósteos,Bonito-cachorro,1080
2014,10,Teleósteos,Cabra,13210
2014,10,Teleósteos,Castanha,11740
2014,10,Teleósteos,Cioba,150
2014,10,Teleósteos,Corcoroca,700
2014,10,Teleósteos,Corvina,251453
2014,10,Teleósteos,Dourado,17578
2014,10,Teleósteos,Enchova,85040
2014,10,Teleósteos,Enguia,200
2014,10,Teleósteos,Espada,2625
2014,10,Teleósteos,Galo,270
2014,10,Teleósteos,Goete,15632
2014,10,Teleósteos,Gordinho,10039
2014,10,Teleósteos,Guaivira,1110
2014,10,Teleósteos,Linguado,3022
2014,10,Teleósteos,Linguado-areia,36
2014,10,Teleósteos,Linguado-vermelho,32
2014,10,Teleósteos,Maria-mole,7860
2014,10,Teleósteos,Meca,13832
2014,10,Teleósteos,Merluza,160
2014,10,Teleósteos,Miracéu,340
2014,10,Teleósteos,Olho-de-cão,400
2014,10,Teleósteos,Palombeta,209027
2014,10,Teleósteos,Pampo,60
2014,10,Teleósteos,Pargo-rosa,260
2014,10,Teleósteos,Paru,20
2014,10,Teleósteos,Peixe-porco,140
2014,10,Teleósteos,Peixe-sapo,1990
2014,10,Teleósteos,Peixe-tábua,80
2014,10,Teleósteos,Pescada,14120
2014,10,Teleósteos,Pescada-amarela,10400
2014,10,Teleósteos,Pescada-bicuda,20
2014,10,Teleósteos,Pescada-branca,2090
2014,10,Teleósteos,Pescada-cambucu,20
2014,10,Teleósteos,Pescadinha-real,1115
2014,10,Teleósteos,Prego,41
2014,10,Teleósteos,Robalo,220
2014,10,Teleósteos,Roncador,630
2014,10,Teleósteos,Sardinha-lage,2300
2014,10,Teleósteos,Sardinha-verdadeira,1101180
2014,10,Teleósteos,Sororoca,40
2014,10,Teleósteos,Tira-vira,2300
2014,10,Teleósteos,Xarelete,1850
2014,11,Crustáceos,Camarão-barba-ruça,2646
2014,11,Crustáceos,Camarão-rosa,195
2014,11,Crustáceos,Camarão-santana,1045
2014,11,Elasmobrânquios,Cação-anequim,998
2014,11,Elasmobrânquios,Cação-azul,1651
2014,11,Elasmobrânquios,Cações,500
2014,11,Elasmobrânquios,Caçonete,40
2014,11,Elasmobrânquios,Emplastro,510
2014,11,Elasmobrânquios,Ratinho,14
2014,11,Não Cadastrado,Mistura,1027
2014,11,Não Cadastrado,Ovas,1111
2014,11,Teleósteos,Abrótea,630
2014,11,Teleósteos,Agulhão,273
2014,11,Teleósteos,Atum,463
2014,11,Teleósteos,Bagre,210
2014,11,Teleósteos,Betara,240
2014,11,Teleósteos,Bonito-listrado,16
2014,11,Teleósteos,Cabra,1840
2014,11,Teleósteos,Castanha,32490
2014,11,Teleósteos,Cavala,50
2014,11,Teleósteos,Corvina,160942
2014,11,Teleósteos,Dourado,81513
2014,11,Teleósteos,Galo,320
2014,11,Teleósteos,Goete,7050
2014,11,Teleósteos,Gordinho,3170
2014,11,Teleósteos,Linguado,1662
2014,11,Teleósteos,Linguado-areia,540
2014,11,Teleósteos,Linguado-vermelho,7
2014,11,Teleósteos,Maria-mole,8070
2014,11,Teleósteos,Marimbá,50
2014,11,Teleósteos,Meca,3645
2014,11,Teleósteos,Merluza,80
2014,11,Teleósteos,Miracéu,140
2014,11,Teleósteos,Olho-de-cão,150
2014,11,Teleósteos,Pargo-rosa,60
2014,11,Teleósteos,Peixe-lua,108
2014,11,Teleósteos,Peixe-porco,1600
2014,11,Teleósteos,Peixe-sapo,100
2014,11,Teleósteos,Pescada,680
2014,11,Teleósteos,Pescadinha-real,1430
2014,11,Teleósteos,Prego,26
2014,11,Teleósteos,Robalo,60
2014,11,Teleósteos,Roncador,1400
2014,11,Teleósteos,Tira-vira,400
2014,12,Crustáceos,Camarão-barba-ruça,13000
2014,12,Crustáceos,Camarão-santana,200
2014,12,Elasmobrânquios,Cação-anjo,120
2014,12,Elasmobrânquios,Cações,260
2014,12,Elasmobrânquios,Emplastro,80
2014,12,Moluscos,Lula,200
2014,12,Não Cadastrado,Mistura,7506
2014,12,Não Cadastrado,Ovas,150
2014,12,Teleósteos,Abrótea,2580
2014,12,Teleósteos,Agulhão,22
2014,12,Teleósteos,Bagre,2560
2014,12,Teleósteos,Betara,1040
2014,12,Teleósteos,Bonito-cachorro,20
2014,12,Teleósteos,Bonito-listrado,74600
2014,12,Teleósteos,Cabra,4610
2014,12,Teleósteos,Castanha,64680
2014,12,Teleósteos,Corcoroca,1200
2014,12,Teleósteos,Corvina,170648
2014,12,Teleósteos,Dourado,9260
2014,12,Teleósteos,Enchova,570
2014,12,Teleósteos,Espada,2520
2014,12,Teleósteos,Goete,10460
2014,12,Teleósteos,Gordinho,3480
2014,12,Teleósteos,Guaivira,1180
2014,12,Teleósteos,Linguado,3656
2014,12,Teleósteos,Linguado-vermelho,400
2014,12,Teleósteos,Mangangá,960
2014,12,Teleósteos,Maria-luiza,20
2014,12,Teleósteos,Maria-mole,77930
2014,12,Teleósteos,Merluza,60
2014,12,Teleósteos,Miracéu,280
2014,12,Teleósteos,Peixe-porco,600
2014,12,Teleósteos,Pescada,54890
2014,12,Teleósteos,Pescada-amarela,13730
2014,12,Teleósteos,Pescadinha-real,310
2014,12,Teleósteos,Tira-vira,560
2015,2,Não Cadastrado,Mistura,10000
2015,2,Teleósteos,Carapau,0
2015,2,Teleósteos,Sardinha-verdadeira,618100
2015,2,Teleósteos,Xarelete,0
2015,3,Elasmobrânquios,Cações,8474
2015,3,Elasmobrânquios,Emplastro,1643
2015,3,Não Cadastrado,Mistura,860
2015,3,Teleósteos,Abrótea,480
2015,3,Teleósteos,Albacora-branca,3000
2015,3,Teleósteos,Albacora-lage,3000
2015,3,Teleósteos,Bonito-cachorro,4253
2015,3,Teleósteos,Bonito-listrado,211000
2015,3,Teleósteos,Cabra,5254
2015,3,Teleósteos,Carapau,20
2015,3,Teleósteos,Castanha,17160
2015,3,Teleósteos,Cavalinha,27900
2015,3,Teleósteos,Congro,72
2015,3,Teleósteos,Corvina,40404
2015,3,Teleósteos,Enguia,440
2015,3,Teleósteos,Espada,400
2015,3,Teleósteos,Galo,1000
2015,3,Teleósteos,Goete,20
2015,3,Teleósteos,Gordinho,40
2015,3,Teleósteos,Guaivira,20
2015,3,Teleósteos,Linguado,3552
2015,3,Teleósteos,Maria-mole,5760
2015,3,Teleósteos,Palombeta,329147
2015,3,Teleósteos,Peixe-porco,320
2015,3,Teleósteos,Peixe-sapo,200
2015,3,Teleósteos,Pescada,51
2015,3,Teleósteos,Sardinha-lage,228020
2015,3,Teleósteos,Sardinha-verdadeira,7413284
2015,3,Teleósteos,Serrinha,60
2015,3,Teleósteos,Tira-vira,500
2015,3,Teleósteos,Xaréu,1000
2015,3,Teleósteos,Xixarro,4250
2015,4,Crustáceos,Sapateira,1200
2015,4,Elasmobrânquios,Emplastro,6000
2015,4,Moluscos,Calamar-argentino,3000
2015,4,Teleósteos,Abrótea,5000
2015,4,Teleósteos,Abrótea-de-fundo,20000
2015,4,Teleósteos,Albacora-branca,5000
2015,4,Teleósteos,Albacora-lage,25300
2015,4,Teleósteos,Bonito-listrado,646000
2015,4,Teleósteos,Cabra,4000
2015,4,Teleósteos,Carapau,1000
2015,4,Teleósteos,Castanha,1000
2015,4,Teleósteos,Cavalinha,1800
2015,4,Teleósteos,Congro-rosa,500
2015,4,Teleósteos,Dourado,1000
2015,4,Teleósteos,Linguado,1800
2015,4,Teleósteos,Linguado-areia,5500
2015,4,Teleósteos,Maria-mole,1000
2015,4,Teleósteos,Merluza,30000
2015,4,Teleósteos,Palombeta,145800
2015,4,Teleósteos,Peixe-sapo,2020
2015,4,Teleósteos,Sardinha-cascuda,120
2015,4,Teleósteos,Sardinha-lage,363800
2015,4,Teleósteos,Sardinha-verdadeira,2964323
2015,5,Moluscos,Calamar-argentino,5000
2015,5,Teleósteos,Abrótea-de-fundo,40000
2015,5,Teleósteos,Albacora-branca,2000
2015,5,Teleósteos,Bonito-cachorro,2400
2015,5,Teleósteos,Bonito-listrado,871000
2015,5,Teleósteos,Carapau,5000
2015,5,Teleósteos,Congro-rosa,2000
2015,5,Teleósteos,Dourado,550
2015,5,Teleósteos,Espada,18000
2015,5,Teleósteos,Galo,17500
2015,5,Teleósteos,Merluza,8000
2015,5,Teleósteos,Palombeta,221700
2015,5,Teleósteos,Paru,36000
2015,5,Teleósteos,Peixe-sapo,2500
2015,5,Teleósteos,Sardinha-lage,365300
2015,5,Teleósteos,Sardinha-verdadeira,5132100
2015,5,Teleósteos,Xixarro,600
2015,6,Não Cadastrado,Mistura,18582
2015,6,Não Cadastrado,Residuo,120
2015,6,Teleósteos,Agulhão,135000
2015,6,Teleósteos,Albacora-lage,3200
2015,6,Teleósteos,Albacorinha,100
2015,6,Teleósteos,Bonito-cachorro,5100
2015,6,Teleósteos,Bonito-listrado,343000
2015,6,Teleósteos,Corvina,1778
2015,6,Teleósteos,Dourado,500
2015,6,Teleósteos,Enchova,2285
2015,6,Teleósteos,Espada,6568
2015,6,Teleósteos,Galo,65280
2015,6,Teleósteos,Goete,20
2015,6,Teleósteos,Gordinho,822
2015,6,Teleósteos,Guaivira,180
2015,6,Teleósteos,Linguado,14
2015,6,Teleósteos,Maria-mole,20
2015,6,Teleósteos,Palombeta,210800
2015,6,Teleósteos,Pampo,600
2015,6,Teleósteos,Paru,180
2015,6,Teleósteos,Pescada,420
2015,6,Teleósteos,Pescada-amarela,20
2015,6,Teleósteos,Pescada-bicuda,20
2015,6,Teleósteos,Pescadinha-real,20
2015,6,Teleósteos,Sardinha-lage,110000
2015,6,Teleósteos,Sardinha-mole,0
2015,6,Teleósteos,Sardinha-verdadeira,1260850
2015,6,Teleósteos,Tainha,1595882
2015,6,Teleósteos,Xaréu,180
2015,6,Teleósteos,Xixarro,20000
2015,7,Elasmobrânquios,Emplastro,6000
2015,7,Não Cadastrado,Mistura,8621
2015,7,Teleósteos,Agulhão,50000
2015,7,Teleósteos,Albacora-branca,15500
2015,7,Teleósteos,Albacorinha,2000
2015,7,Teleósteos,Bagre,80
2015,7,Teleósteos,Bonito-cachorro,1080
2015,7,Teleósteos,Bonito-listrado,425000
2015,7,Teleósteos,Castanha,100000
2015,7,Teleósteos,Corvina,3334
2015,7,Teleósteos,Dourado,8530
2015,7,Teleósteos,Espada,2903
2015,7,Teleósteos,Galo,45170
2015,7,Teleósteos,Goete,35040
2015,7,Teleósteos,Gordinho,1660
2015,7,Teleósteos,Guaivira,959
2015,7,Teleósteos,Maria-mole,12000
2015,7,Teleósteos,Palombeta,406320
2015,7,Teleósteos,Pampo,20
2015,7,Teleósteos,Paru,960
2015,7,Teleósteos,Peixe-porco,20
2015,7,Teleósteos,Sardinha-lage,670
2015,7,Teleósteos,Tainha,408738
2015,11,Teleósteos,Abrótea,16817
2015,11,Teleósteos,Betara,753
2015,11,Teleósteos,Cabra,1101
2015,11,Teleósteos,Castanha,3902
2015,11,Teleósteos,Corcoroca,31
2015,11,Teleósteos,Corvina,7394
2015,11,Teleósteos,Enchova,2857
2015,11,Teleósteos,Enguia,6
2015,11,Teleósteos,Espada,225
2015,11,Teleósteos,Goete,1700
2015,11,Teleósteos,Gordinho,17
2015,11,Teleósteos,Guaivira,17
2015,11,Teleósteos,Linguado,168
2015,11,Teleósteos,Mangangá,1640
2015,11,Teleósteos,Maria-luiza,8
2015,11,Teleósteos,Maria-mole,3177
2015,11,Teleósteos,Miracéu,298
2015,11,Teleósteos,Olho-de-cão,27
2015,11,Teleósteos,Peixe-porco,369
2015,11,Teleósteos,Pescada,727
2015,11,Teleósteos,Pescadinha-real,280
2015,11,Teleósteos,Tira-vira,7
2015,12,Teleósteos,Betara,100
2015,12,Teleósteos,Cabra,300
2015,12,Teleósteos,Castanha,52700
2015,12,Teleósteos,Corvina,7017500
2015,12,Teleósteos,Maria-mole,16100
2015,12,Teleósteos,Peixe-porco,500
2016,1,Elasmobrânquios,Cação-bagre,1420
2016,1,Elasmobrânquios,Emplastro,3300
2016,1,Não Cadastrado,Mistura,1260
2016,1,Teleósteos,Abrótea,10860
2016,1,Teleósteos,Batata,20
2016,1,Teleósteos,Bonito-cachorro,4807.5
2016,1,Teleósteos,Cabra,3300
2016,1,Teleósteos,Cascudo,2240
2016,1,Teleósteos,Castanha,340
2016,1,Teleósteos,Corcoroca,20
2016,1,Teleósteos,Corvina,14020
2016,1,Teleósteos,Enguia,80
2016,1,Teleósteos,Goete,20
2016,1,Teleósteos,Linguado-areia,5560
2016,1,Teleósteos,Mangangá,1580
2016,1,Teleósteos,Maria-luiza,20
2016,1,Teleósteos,Maria-mole,1020
2016,1,Teleósteos,Merluza,560
2016,1,Teleósteos,Namorado,20
2016,1,Teleósteos,Peixe-sapo,1000
2016,1,Teleósteos,Tira-vira,760
2016,1,Teleósteos,Trilha,380
2016,2,Crustáceos,Camarão-barba-ruça,144752
2016,2,Crustáceos,Camarão-santana,3014
2016,2,Elasmobrânquios,Cação-bagre,340
2016,2,Elasmobrânquios,Emplastro,9620
2016,2,Elasmobrânquios,Raia,176
2016,2,Não Cadastrado,Mistura,3899
2016,2,Teleósteos,Abrótea,49153
2016,2,Teleósteos,Batata,20
2016,2,Teleósteos,Betara,808
2016,2,Teleósteos,Cabra,44210
2016,2,Teleósteos,Cascudo,3120
2016,2,Teleósteos,Castanha,10580
2016,2,Teleósteos,Congro,80
2016,2,Teleósteos,Corcoroca,360
2016,2,Teleósteos,Corvina,74789
2016,2,Teleósteos,Enguia,40
2016,2,Teleósteos,Goete,1020
2016,2,Teleósteos,Linguado,20
2016,2,Teleósteos,Linguado-areia,2504
2016,2,Teleósteos,Mangangá,460
2016,2,Teleósteos,Maria-mole,820
2016,2,Teleósteos,Merluza,1600
2016,2,Teleósteos,Namorado,60
2016,2,Teleósteos,Olho-de-boi,320
2016,2,Teleósteos,Pargo-rosa,40
2016,2,Teleósteos,Peixe-sapo,1260
2016,2,Teleósteos,Pescada,1240
2016,2,Teleósteos,Tira-vira,1140
2016,2,Teleósteos,Trilha,283
2016,3,Crustáceos,Camarão-barba-ruça,21204
2016,3,Crustáceos,Camarão-sete-barbas,234
2016,3,Elasmobrânquios,Emplastro,5060
2016,3,Elasmobrânquios,Raia,40
2016,3,Não Cadastrado,Mistura,1100
2016,3,Teleósteos,Abrótea,51640
2016,3,Teleósteos,Betara,360
2016,3,Teleósteos,Cabra,16760
2016,3,Teleósteos,Castanha,14360
2016,3,Teleósteos,Cavalinha,380
2016,3,Teleósteos,Corcoroca,740
2016,3,Teleósteos,Corvina,51600
2016,3,Teleósteos,Enguia,20
2016,3,Teleósteos,Espada,20
2016,3,Teleósteos,Goete,9420
2016,3,Teleósteos,Gordinho,400
2016,3,Teleósteos,Linguado-areia,1300
2016,3,Teleósteos,Mangangá,20
2016,3,Teleósteos,Maria-luiza,40
2016,3,Teleósteos,Maria-mole,5200
2016,3,Teleósteos,Marimbá,20
2016,3,Teleósteos,Merluza,480
2016,3,Teleósteos,Miracéu,20
2016,3,Teleósteos,Olho-de-boi,80
2016,3,Teleósteos,Pampo,60
2016,3,Teleósteos,Peixe-porco,60
2016,3,Teleósteos,Peixe-sapo,540
2016,3,Teleósteos,Pescada,480
2016,3,Teleósteos,Pescada-cambucu,100
2016,3,Teleósteos,Sardinha-lage,36700
2016,3,Teleósteos,Sardinha-verdadeira,452000
2016,3,Teleósteos,Sarrão,580
2016,3,Teleósteos,Tira-vira,100
2016,4,Crustáceos,Camarão-cristalino,12600
2016,4,Elasmobrânquios,Cação-bagre,260
2016,4,Elasmobrânquios,Emplastro,12600
2016,4,Elasmobrânquios,Raia,205
2016,4,Moluscos,Polvo,167
2016,4,Não Cadastrado,Mistura,1552
2016,4,Não Cadastrado,Não discriminado,2281.4
2016,4,Teleósteos,Abrótea,42040
2016,4,Teleósteos,Albacora-bandolim,123
2016,4,Teleósteos,Albacora-lage,4441.5
2016,4,Teleósteos,Albacorinha,133.3
2016,4,Teleósteos,Atum,35
2016,4,Teleósteos,Bagre,220
2016,4,Teleósteos,Batata,96
2016,4,Teleósteos,Betara,520
2016,4,Teleósteos,Bonito,300
2016,4,Teleósteos,Bonito-cachorro,265
2016,4,Teleósteos,Bonito-listrado,100074.1
2016,4,Teleósteos,Cabra,36260
2016,4,Teleósteos,Cascudo,280
2016,4,Teleósteos,Castanha,14160
2016,4,Teleósteos,Congro,1540
2016,4,Teleósteos,Corcoroca,180
2016,4,Teleósteos,Corvina,32840
2016,4,Teleósteos,Enguia,60
2016,4,Teleósteos,Espada,220
2016,4,Teleósteos,Galo,40
2016,4,Teleósteos,Goete,23480
2016,4,Teleósteos,Gordinho,1500
2016,4,Teleósteos,Guaivira,60
2016,4,Teleósteos,Linguado-areia,2340
2016,4,Teleósteos,Mangangá,120
2016,4,Teleósteos,Maria-mole,6780
2016,4,Teleósteos,Merluza,2780
2016,4,Teleósteos,Namorado,100
2016,4,Teleósteos,Olho-de-boi,460
2016,4,Teleósteos,Palombeta,12000
2016,4,Teleósteos,Papa-moscas,100
2016,4,Teleósteos,Pargo-rosa,40
2016,4,Teleósteos,Peixe-sapo,4020
2016,4,Teleósteos,Pescada,220
2016,4,Teleósteos,Pescada-cambucu,100
2016,4,Teleósteos,Sardinha-lage,201000
2016,4,Teleósteos,Sardinha-verdadeira,1685049
2016,4,Teleósteos,Tira-vira,680
2016,4,Teleósteos,Trilha,460
2016,5,Crustáceos,Camarão-cristalino,5085
2016,5,Elasmobrânquios,Cação-anequim,200
2016,5,Elasmobrânquios,Cação-azul,4000
2016,5,Elasmobrânquios,Cação-bagre,60
2016,5,Elasmobrânquios,Emplastro,14683
2016,5,Elasmobrânquios,Raia,64
2016,5,Moluscos,Polvo,190
2016,5,Não Cadastrado,Não discriminado,152
2016,5,Teleósteos,Abrótea,48503
2016,5,Teleósteos,Albacora-bandolim,681.5
2016,5,Teleósteos,Albacora-lage,5108
2016,5,Teleósteos,Albacorinha,2838.5
2016,5,Teleósteos,Atum,2201
2016,5,Teleósteos,Bagre,476
2016,5,Teleósteos,Batata,116
2016,5,Teleósteos,Betara,355
2016,5,Teleósteos,Bonito-cachorro,243
2016,5,Teleósteos,Bonito-listrado,23667.5
2016,5,Teleósteos,Bonito-pintado,905.5
2016,5,Teleósteos,Cabra,40798
2016,5,Teleósteos,Cangoá,12
2016,5,Teleósteos,Cascudo,2000
2016,5,Teleósteos,Castanha,35211
2016,5,Teleósteos,Congro,914
2016,5,Teleósteos,Corcoroca,655
2016,5,Teleósteos,Corvina,60112
2016,5,Teleósteos,Enguia,117
2016,5,Teleósteos,Espada,437
2016,5,Teleósteos,Galo,39
2016,5,Teleósteos,Goete,8444
2016,5,Teleósteos,Gordinho,180
2016,5,Teleósteos,Guaivira,20
2016,5,Teleósteos,Linguado-areia,3439
2016,5,Teleósteos,Mangangá,182
2016,5,Teleósteos,Maria-luiza,131
2016,5,Teleósteos,Maria-mole,8136
2016,5,Teleósteos,Marimbá,4
2016,5,Teleósteos,Meca,4000
2016,5,Teleósteos,Merluza,4479
2016,5,Teleósteos,Olho-de-boi,348
2016,5,Teleósteos,Palombeta,5800
2016,5,Teleósteos,Pampo,25
2016,5,Teleósteos,Pargo-rosa,66
2016,5,Teleósteos,Paru,54
2016,5,Teleósteos,Peixe-porco,66
2016,5,Teleósteos,Peixe-sapo,1378
2016,5,Teleósteos,Pescada,490
2016,5,Teleósteos,Pescada-cambucu,124
2016,5,Teleósteos,Roncador,227
2016,5,Teleósteos,Sardinha-lage,159715
2016,5,Teleósteos,Sardinha-verdadeira,1461569.4
2016,5,Teleósteos,Tira-vira,4141
2016,5,Teleósteos,Trilha,285
2016,6,Elasmobrânquios,Cação-anequim,1800
2016,6,Elasmobrânquios,Cação-azul,11298
2016,6,Elasmobrânquios,Cação-bagre,154
2016,6,Elasmobrânquios,Emplastro,18316
2016,6,Elasmobrânquios,Raia,1800
2016,6,Moluscos,Lula,1000
2016,6,Moluscos,Polvo,406
2016,6,Não Cadastrado,Mistura,340
2016,6,Não Cadastrado,Residuo,3158
2016,6,Teleósteos,Abrótea,82637
2016,6,Teleósteos,Albacora-bandolim,300
2016,6,Teleósteos,Albacora-branca,5739.5
2016,6,Teleósteos,Albacora-lage,2131.5
2016,6,Teleósteos,Albacorinha,671.5
2016,6,Teleósteos,Atum,491.5
2016,6,Teleósteos,Bagre,80
2016,6,Teleósteos,Betara,2001
2016,6,Teleósteos,Bonito-cachorro,167
2016,6,Teleósteos,Bonito-listrado,150037.5
2016,6,Teleósteos,Cabra,98617
2016,6,Teleósteos,Castanha,11367
2016,6,Teleósteos,Cavalinha,3075
2016,6,Teleósteos,Congro,855
2016,6,Teleósteos,Congro-rosa,400
2016,6,Teleósteos,Corcoroca,400
2016,6,Teleósteos,Corvina,2066
2016,6,Teleósteos,Dourado,36673
2016,6,Teleósteos,Enchova,70780
2016,6,Teleósteos,Enguia,322
2016,6,Teleósteos,Espada,454
2016,6,Teleósteos,Galo,2560
2016,6,Teleósteos,Goete,1706
2016,6,Teleósteos,Gordinho,360
2016,6,Teleósteos,Guaivira,5400
2016,6,Teleósteos,Linguado-areia,12588
2016,6,Teleósteos,Maria-mole,147636
2016,6,Teleósteos,Meca,4000
2016,6,Teleósteos,Merluza,12774
2016,6,Teleósteos,Pampo,4320
2016,6,Teleósteos,Peixe-porco,260
2016,6,Teleósteos,Peixe-sapo,3157
2016,6,Teleósteos,Pescada,860
2016,6,Teleósteos,Pescada-amarela,900
2016,6,Teleósteos,Prego,18
2016,6,Teleósteos,Sardinha-lage,869469
2016,6,Teleósteos,Sardinha-verdadeira,1534309.5
2016,6,Teleósteos,Savelha,200
2016,6,Teleósteos,Tira-vira,5641
2016,6,Teleósteos,Trilha,1019
2016,7,Crustáceos,Camarão-branco,2170
2016,7,Crustáceos,Camarão-cristalino,4000
2016,7,Crustáceos,Camarão-rosa,56896
2016,7,Crustáceos,Camarão-sete-barbas,46219
2016,7,Crustáceos,Pitú,5513
2016,7,Crustáceos,Sapateira,905
2016,7,Elasmobrânquios,Cação-anequim,14781
2016,7,Elasmobrânquios,Cação-azul,90594
2016,7,Elasmobrânquios,Cação-bagre,110
2016,7,Elasmobrânquios,Cações,620
2016,7,Elasmobrânquios,Caçonete,400
2016,7,Elasmobrânquios,Emplastro,21310
2016,7,Elasmobrânquios,Raia,260
2016,7,Moluscos,Lula,530
2016,7,Moluscos,Polvo,5145
2016,7,Não Cadastrado,Mistura,83963
2016,7,Não Cadastrado,Residuo,4600
2016,7,Teleósteos,Abrótea,193146
2016,7,Teleósteos,Abrótea-de-fundo,13860
2016,7,Teleósteos,Agulhão,101
2016,7,Teleósteos,Agulhão-branco,124
2016,7,Teleósteos,Albacora-bandolim,837
2016,7,Teleósteos,Albacora-branca,5246.41
2016,7,Teleósteos,Albacora-lage,8113.5
2016,7,Teleósteos,Atum,2100
2016,7,Teleósteos,Bagre,1630
2016,7,Teleósteos,Batata,460
2016,7,Teleósteos,Betara,5914
2016,7,Teleósteos,Bonito-cachorro,4447.5
2016,7,Teleósteos,Bonito-listrado,23188
2016,7,Teleósteos,Cabra,197987
2016,7,Teleósteos,Castanha,731494
2016,7,Teleósteos,Cavala,53
2016,7,Teleósteos,Congro,16772
2016,7,Teleósteos,Congro-rosa,13860
2016,7,Teleósteos,Corcoroca,1080
2016,7,Teleósteos,Corvina,704936
2016,7,Teleósteos,Dourado,161
2016,7,Teleósteos,Enchova,669405
2016,7,Teleósteos,Enguia,1367
2016,7,Teleósteos,Espada,14821
2016,7,Teleósteos,Galo,3000
2016,7,Teleósteos,Goete,7302
2016,7,Teleósteos,Gordinho,8818
2016,7,Teleósteos,Guaivira,11552
2016,7,Teleósteos,Linguado,32019
2016,7,Teleósteos,Linguado-areia,79729
2016,7,Teleósteos,Mangangá,1600
2016,7,Teleósteos,Maria-mole,392804
2016,7,Teleósteos,Meca,51221
2016,7,Teleósteos,Merluza,57565
2016,7,Teleósteos,Miracéu,260
2016,7,Teleósteos,Namorado,1172
2016,7,Teleósteos,Palombeta,85520
2016,7,Teleósteos,Pampo,4580
2016,7,Teleósteos,Pargo-rosa,1180
2016,7,Teleósteos,Peixe-porco,530
2016,7,Teleósteos,Peixe-sapo,20813
2016,7,Teleósteos,Peixe-tábua,80
2016,7,Teleósteos,Pescada,62580
2016,7,Teleósteos,Pescada-amarela,27250
2016,7,Teleósteos,Pescada-cambucu,70
2016,7,Teleósteos,Pescadinha-real,72929
2016,7,Teleósteos,Prego,3381
2016,7,Teleósteos,Sarrão,20
2016,7,Teleósteos,Serrinha,200
2016,7,Teleósteos,Tainha,839049
2016,7,Teleósteos,Tira-vira,16755
2016,7,Teleósteos,Trilha,3928
2016,7,,,0
2016,8,Crustáceos,Camarão-barba-ruça,43852
2016,8,Crustáceos,Camarão-branco,1649
2016,8,Crustáceos,Camarão-cristalino,1070
2016,8,Crustáceos,Camarão-rosa,49842
2016,8,Crustáceos,Camarão-santana,4034
2016,8,Crustáceos,Camarão-santana + barba-ruca,7000
2016,8,Crustáceos,Camarão-sete-barbas,65940
2016,8,Crustáceos,Pitú,3490
2016,8,Crustáceos,Sapateira,223
2016,8,Elasmobrânquios,Cação-anequim,11363
2016,8,Elasmobrânquios,Cação-azul,90234
2016,8,Elasmobrânquios,Emplastro,9030
2016,8,Elasmobrânquios,Raia,3000
2016,8,Moluscos,Lula,368
2016,8,Moluscos,Polvo,5311
2016,8,Não Cadastrado,Mistura,86265
2016,8,Não Cadastrado,Residuo,20682
2016,8,Teleósteos,Abrótea,195448
2016,8,Teleósteos,Abrótea-de-fundo,70900
2016,8,Teleósteos,Agulhão-azul,2500
2016,8,Teleósteos,Albacora-bandolim,540
2016,8,Teleósteos,Albacora-branca,41385.5
2016,8,Teleósteos,Albacora-lage,44019
2016,8,Teleósteos,Bagre,1020
2016,8,Teleósteos,Batata,2170
2016,8,Teleósteos,Betara,11608
2016,8,Teleósteos,Bonito-cachorro,21670
2016,8,Teleósteos,Bonito-listrado,26470
2016,8,Teleósteos,Cabra,220996
2016,8,Teleósteos,Carapau,5580
2016,8,Teleósteos,Cascudo,360
2016,8,Teleósteos,Castanha,619238
2016,8,Teleósteos,Cavala,40
2016,8,Teleósteos,Cavalinha,114274
2016,8,Teleósteos,Cherne-verdadeiro,500
2016,8,Teleósteos,Congro,8585
2016,8,Teleósteos,Congro-rosa,5200
2016,8,Teleósteos,Corcoroca,1078
2016,8,Teleósteos,Corvina,1768573
2016,8,Teleósteos,Dourado,95
2016,8,Teleósteos,Enchova,8847
2016,8,Teleósteos,Enguia,1093
